,module_colors
blzf1,turquoise
bmal1a,blue
bmal2_ChrAur1,turquoise
bmal2_ChrAur2,blue
bmb,turquoise
bmf1_ChrAur1,turquoise
bmi1a,turquoise
bmp15,turquoise
bmp16,blue
bmp1a_ChrAur1,turquoise
bmp1a_ChrAur2,turquoise
bmp2k,turquoise
bmp3,grey
bmp4,blue
bmp5,grey
bmp6,blue
bmp7b,blue
bmper,turquoise
bmpr1ba_ChrAur1,turquoise
bmpr1ba_ChrAur2,turquoise
bmpr2b,brown
bms1,turquoise
bnc1,blue
bnc2,blue
bncr,turquoise
bnip1a,turquoise
bnip1b,turquoise
bnip2,brown
bnip3_ChrAur2,grey
bnip3la,turquoise
bnip3lb,grey
boc,brown
bod1,turquoise
boka,blue
bola1,turquoise
bola3,green
bop1,turquoise
bora,turquoise
borcs5,turquoise
borcs6,turquoise
borcs7,green
borcs8,turquoise
bpgm,turquoise
bphl,turquoise
bpifcl,blue
bpnt1,blue
bpnt2,turquoise
bptf_ChrAur1,turquoise
bptf_ChrAur2,blue
bptf_ChrAur3,turquoise
braf,turquoise
brap,turquoise
brat1,turquoise
brca2,yellow
brcc3,grey
brd10_ChrAur1,blue
brd1a,turquoise
brd1b,turquoise
brd2a,turquoise
brd2b,turquoise
brd3a_ChrAur1,blue
brd3a_ChrAur2,turquoise
brd4,turquoise
brd7,turquoise
brd8a,blue
brd9,blue
brdt,grey
brf1a,turquoise
brf1b,turquoise
brf2,brown
bri3,turquoise
bri3bp,turquoise
bricd5,blue
brinp1_ChrAur2,brown
brinp3a.1,turquoise
brinp3a.2,grey
brip1,blue
brk1,yellow
brms1,turquoise
brms1lb,turquoise
brox,turquoise
brpf1,turquoise
brpf3a,turquoise
brpf3b,turquoise
brsk1b_ChrAur2,blue
brsk2b,turquoise
brwd1,blue
brwd3,turquoise
bscl2,grey
bsdc1,turquoise
bsg,brown
bsnb,grey
btaf1,grey
btbd10b,turquoise
btbd11a,blue
btbd11b,blue
btbd17a,turquoise
btbd17b,grey
btbd2a,turquoise
btbd3a,turquoise
btbd6b_ChrAur1,grey
btbd6b_ChrAur2,turquoise
btbd7,turquoise
btbd8,blue
btbd9,blue
btd_ChrAur1,turquoise
btf3_ChrAur1,turquoise
btf3_ChrAur2,yellow
btf3l4_ChrAur1,black
btf3l4_ChrAur2,turquoise
btg1,blue
btg3,turquoise
btg4,turquoise
btk,blue
btr12,turquoise
bub1,turquoise
bub1ba,turquoise
bub1bb,turquoise
bub3,turquoise
buc,turquoise
buc2l,turquoise
bud13,turquoise
bud23,turquoise
bud31,turquoise
bxdc2,turquoise
bysl,turquoise
bzw1a_ChrAur1,brown
bzw1a_ChrAur2,grey
bzw2,blue
c12h18orf54,turquoise
c13h5orf15,turquoise
c16h14orf180,turquoise
c16h20orf194,blue
c18h3orf33,turquoise
c19h1orf216_ChrAur1,blue
c19h1orf216_ChrAur2,turquoise
c1d,turquoise
c1galt1a,turquoise
c1galt1c1,turquoise
c1galt1lb,turquoise
c1qa,blue
c1qb_ChrAur1,blue
c1qb_ChrAur2,blue
c1qbp,turquoise
c1qc,blue
c1qtnf12,turquoise
c1qtnf13,grey
c1qtnf2,blue
c1qtnf4,turquoise
c1qtnf5,blue
c1qtnf6a,turquoise
c1qtnf6b,blue
c1qtnf7,blue
c24h18orf63,brown
c24h7orf50,turquoise
c2cd2,blue
c2cd2l,blue
c2cd3,turquoise
c2cd5,blue
c3a.1_ChrAur1,turquoise
c3a.1_ChrAur2,grey
c3a.1_ChrAur3,turquoise
c4b,blue
c5,turquoise
c5ar1,blue
c6.2,turquoise
c6ast1,blue
c7a,blue
c7b,grey
c8g,blue
c9h13orf42,turquoise
ca14,grey
ca15b,blue
ca5a,turquoise
ca6,turquoise
ca7,turquoise
ca8,turquoise
caap1,turquoise
cab39,blue
cab39l,blue
cab39l1,grey
cabcoco1,grey
cabin1,turquoise
cables1,turquoise
cables2a,turquoise
cables2b,brown
cabp1a,turquoise
cabp5b,blue
cabz01076234.2,blue
cabz01093075.1,blue
cacfd1,turquoise
cachd1,red
cacna1aa,blue
cacna1ba,grey
cacna1bb,brown
cacna1c,blue
cacna1eb,grey
cacna1fa,turquoise
cacna1fb,brown
cacna1g,turquoise
cacna1ha,blue
cacna1ia_ChrAur1,brown
cacna1ia_ChrAur2,grey
cacna1sa,turquoise
cacna2d1a_ChrAur1,turquoise
cacna2d1a_ChrAur2,yellow
cacna2d2a,turquoise
cacna2d2b,turquoise
cacna2d3,turquoise
cacna2d3a,turquoise
cacna2d4a,brown
cacnb1,grey
cacnb3a,brown
cacng3b,grey
cacng5b_ChrAur1,turquoise
cactin,turquoise
cacul1,turquoise
cacybp,turquoise
cad,turquoise
cadm1a,blue
cadm1b,blue
cadm2a,turquoise
cadm3,turquoise
cadm4,blue
cadps2,blue
cadpsb_ChrAur1,turquoise
cadpsb_ChrAur2,grey
cahz_ChrAur1,turquoise
cahz_ChrAur2,turquoise
calcoco1a,blue
calcoco2,blue
calcrl2,blue
calcrla,grey
cald1a,blue
calm2b_ChrAur1,blue
calm2b_ChrAur2,turquoise
calm2b_ChrAur3,turquoise
calm2b_ChrAur4,blue
calml4a_ChrAur2,turquoise
caln1,turquoise
calr,turquoise
calr3a_ChrAur1,blue
calr3a_ChrAur2,grey
calub,blue
caly,grey
camk1b,turquoise
camk1da,turquoise
camk1db,turquoise
camk1gb,brown
camk2b1,blue
camk2d2_ChrAur1,blue
camk2d2_ChrAur2,turquoise
camk2g1,turquoise
camk2g2,yellow
camk2n1,turquoise
camkk1a,turquoise
camkmt,turquoise
camkva_ChrAur1,grey
camlg,turquoise
camsap1b,turquoise
camsap2a,turquoise
camsap2b,blue
camsap3,grey
camta1a,brown
camta2,turquoise
cand1,turquoise
cand2,brown
cant1a_ChrAur1,turquoise
cant1a_ChrAur2,yellow
canx,red
cap1,turquoise
cap2,blue
capgb,blue
capn1,blue
capn10,grey
capn15,brown
capn2a,blue
capn2l_ChrAur1,turquoise
capn3a,blue
capn3b,blue
capn5a,blue
capn5b,blue
capn7,turquoise
capn8,blue
capns1a_ChrAur1,turquoise
capns1a_ChrAur2,turquoise
caprin1b,grey
caprin2,turquoise
capslb,grey
capza1b_ChrAur1,grey
capza1b_ChrAur2,blue
capzb,blue
car15,turquoise
card11,blue
card14,turquoise
card19_ChrAur1,blue
card9,blue
carf,turquoise
carhsp1,turquoise
carm1,turquoise
carmil2,blue
carmil3_ChrAur1,turquoise
carmil3_ChrAur2,turquoise
carnmt1,turquoise
cars1,turquoise
cars2,turquoise
cartl,brown
casc3,turquoise
casd1,blue
caskb,grey
caskin1,blue
casp10,blue
casp2,turquoise
casp20_ChrAur1,turquoise
casp20_ChrAur2,blue
casp3a,turquoise
casp6a_ChrAur1,grey
casp7,blue
casp8ap2,yellow
casp9,turquoise
caspa_ChrAur1,blue
caspa_ChrAur2,blue
casq2_ChrAur1,blue
casq2_ChrAur2,brown
cass4,turquoise
cast,blue
castor1,blue
castor2,turquoise
casz1,turquoise
cat,turquoise
cav1,blue
cavin1a,turquoise
cavin1b,blue
cavin2a,blue
cavin2b,blue
cax1,turquoise
cax2,blue
cbarpb,turquoise
cbfa2t3,blue
cbfb,turquoise
cbl,turquoise
cblb_ChrAur1,turquoise
cblb_ChrAur2,turquoise
cblc,blue
cbll1,turquoise
cbr1,blue
cbr4,brown
cbsa,turquoise
cbwd,turquoise
cbx1a,grey
cbx1b,turquoise
cbx2_ChrAur1,grey
cbx2_ChrAur2,blue
cbx3a,turquoise
cbx3b,turquoise
cbx4,blue
cbx5,turquoise
cbx6a,yellow
cbx6b,blue
cbx7a,turquoise
cbx7b,turquoise
cbx8a,blue
cbx8b,grey
cby1,grey
cc2d1a,grey
cc2d1b,grey
cc2d2a,turquoise
ccar1,blue
ccbe1,turquoise
ccdc102a,turquoise
ccdc103,turquoise
ccdc106a,blue
ccdc106b,brown
ccdc112,grey
ccdc115,turquoise
ccdc117,turquoise
ccdc12,turquoise
ccdc120b,blue
ccdc122,brown
ccdc124,blue
ccdc126,turquoise
ccdc13,brown
ccdc134,turquoise
ccdc135,brown
ccdc136b_ChrAur1,blue
ccdc136b_ChrAur2,turquoise
ccdc137,turquoise
ccdc14,turquoise
ccdc141,brown
ccdc142_ChrAur1,brown
ccdc142_ChrAur2,turquoise
ccdc146,grey
ccdc149a,grey
ccdc149b,brown
ccdc15,turquoise
ccdc157,brown
ccdc167,turquoise
ccdc169,brown
ccdc17,brown
ccdc170,grey
ccdc172,brown
ccdc174,turquoise
ccdc175,brown
ccdc177,grey
ccdc178,blue
ccdc18_ChrAur1,turquoise
ccdc180,brown
ccdc181,brown
ccdc186,blue
ccdc187,brown
ccdc191,yellow
ccdc22,turquoise
ccdc24,red
ccdc25,turquoise
ccdc28a,brown
ccdc28b,turquoise
ccdc30,turquoise
ccdc32,turquoise
ccdc33,turquoise
ccdc34,turquoise
ccdc39,brown
ccdc40,brown
ccdc43,turquoise
ccdc47,turquoise
ccdc50a,turquoise
ccdc51,turquoise
ccdc57,turquoise
ccdc59,turquoise
ccdc61,turquoise
ccdc62,turquoise
ccdc65,turquoise
ccdc66,grey
ccdc69,grey
ccdc6b,turquoise
ccdc71,blue
ccdc77,turquoise
ccdc78,yellow
ccdc80,blue
ccdc82,turquoise
ccdc85al,turquoise
ccdc85cb,blue
ccdc86,turquoise
ccdc88aa,brown
ccdc88ab,turquoise
ccdc88b,turquoise
ccdc88c,blue
ccdc9,turquoise
ccdc90b,turquoise
ccdc92,red
ccdc93,turquoise
ccdc97,turquoise
ccdc9b,turquoise
cchcr1,grey
ccl19a.2,blue
ccl19b,blue
ccl20b,turquoise
ccl20l,blue
ccl25b,blue
ccl34a.4_ChrAur1,blue
ccl35.2,blue
ccl36.1_ChrAur1,blue
ccm2,turquoise
ccm2l,turquoise
ccn1,blue
ccn1l2,blue
ccn2a,blue
ccn4a,blue
ccn5,turquoise
ccna1,turquoise
ccna2,turquoise
ccnb1,turquoise
ccnb1ip1,brown
ccnb2_ChrAur1,turquoise
ccnb2_ChrAur2,turquoise
ccnb3,turquoise
ccnc,blue
ccnd1_ChrAur1,turquoise
ccnd1_ChrAur2,turquoise
ccnd2a,blue
ccnd3,blue
ccndbp1,turquoise
ccne1,turquoise
ccne2_ChrAur1,turquoise
ccne2_ChrAur2,turquoise
ccnf,brown
ccng1,blue
ccng2,turquoise
ccnh,turquoise
ccni,blue
ccni2,turquoise
ccnj,turquoise
ccnjl,turquoise
ccnl1a,grey
ccno,turquoise
ccnp,turquoise
ccnq,blue
ccnt1,yellow
ccnt2a,turquoise
ccnt2b,turquoise
ccny_ChrAur1,blue
ccnyl1_ChrAur1,turquoise
ccnyl1_ChrAur2,turquoise
ccpg1,turquoise
ccr10,brown
ccr12a,blue
ccr6a_ChrAur1,grey
ccr7,blue
ccr9a_ChrAur1,blue
ccr9a_ChrAur2,blue
ccsapa,brown
ccsapb,turquoise
ccser1,blue
ccser2a_ChrAur1,turquoise
ccser2a_ChrAur2,turquoise
cct2,yellow
cct3,yellow
cct4,yellow
cct5,turquoise
cct6a,brown
cct7,turquoise
cct8,turquoise
ccz1,turquoise
cd109_ChrAur1,blue
cd109_ChrAur2,turquoise
cd151l,blue
cd164,blue
cd209_ChrAur1,grey
cd209_ChrAur2,blue
cd209_ChrAur6,grey
cd226,blue
cd247,turquoise
cd248a,turquoise
cd276,blue
cd2ap,blue
cd2bp2,turquoise
cd302,grey
cd34,blue
cd36,grey
cd4-1,blue
cd4-2.2,blue
cd40,blue
cd40lg,blue
cd5,blue
cd63,turquoise
cd68,blue
cd74a,blue
cd74b,blue
cd79a,blue
cd79b,blue
cd7al_ChrAur1,blue
cd81a,blue
cd81b,blue
cd82a,grey
cd82b,turquoise
cd83,blue
cd8a,blue
cd8b,blue
cd99_ChrAur1,blue
cd99_ChrAur2,blue
cd99l2,blue
cd9a_ChrAur1,blue
cd9a_ChrAur2,blue
cdadc1,grey
cdan1,turquoise
cdc123,grey
cdc14aa,blue
cdc14ab,blue
cdc14b,brown
cdc16,turquoise
cdc20,turquoise
cdc23,turquoise
cdc25b,turquoise
cdc26,turquoise
cdc27,turquoise
cdc34a,blue
cdc34b,turquoise
cdc37,turquoise
cdc37l1,grey
cdc40,turquoise
cdc42_ChrAur1,turquoise
cdc42_ChrAur2,turquoise
cdc42bpab,turquoise
cdc42ep1a,blue
cdc42ep1b,blue
cdc42ep3,turquoise
cdc42ep4a,turquoise
cdc42ep4b,turquoise
cdc42ep5,grey
cdc42l_ChrAur1,turquoise
cdc42l_ChrAur2,grey
cdc42se2,turquoise
cdc45,turquoise
cdc5l,turquoise
cdc6,turquoise
cdc7,turquoise
cdc73,turquoise
cdca3,turquoise
cdca4,blue
cdca5,turquoise
cdca7a,brown
cdca7b,blue
cdca8,turquoise
cdca9,turquoise
cdcp1b,blue
cdh11,blue
cdh13,turquoise
cdh15,brown
cdh17,turquoise
cdh19,blue
cdh2,blue
cdh23,green
cdh24_ChrAur2,grey
cdh31,turquoise
cdh4_ChrAur1,blue
cdh4_ChrAur2,turquoise
cdh5,blue
cdh6_ChrAur2,blue
cdh7a_ChrAur1,brown
cdh8,grey
cdhr2,yellow
cdhr5a,turquoise
cdin1,blue
cdip1,turquoise
cdipt,blue
cdk1,turquoise
cdk10,turquoise
cdk11b,turquoise
cdk12,turquoise
cdk13,turquoise
cdk14,turquoise
cdk16,turquoise
cdk17_ChrAur1,turquoise
cdk17_ChrAur2,turquoise
cdk18,grey
cdk2,blue
cdk20,red
cdk21,brown
cdk2ap1,turquoise
cdk2ap2,turquoise
cdk4,turquoise
cdk5,grey
cdk5r2b,brown
cdk5rap1_ChrAur1,turquoise
cdk5rap1_ChrAur2,turquoise
cdk5rap1_ChrAur3,turquoise
cdk5rap2,turquoise
cdk5rap3,turquoise
cdk6,turquoise
cdk7,turquoise
cdk8,turquoise
cdk9,blue
cdkal1,blue
cdkl1,turquoise
cdkl5_ChrAur1,turquoise
cdkl5_ChrAur2,grey
cdkn1a,brown
cdkn1ba,blue
cdkn1bb,turquoise
cdkn1ca,blue
cdkn1d,blue
cdkn2aip,blue
cdkn2aipnl,turquoise
cdkn2d,turquoise
cdkn3,turquoise
cdo1,turquoise
cdon,turquoise
cdpf1,turquoise
cdr2a_ChrAur1,grey
cdr2a_ChrAur2,turquoise
cdr2l_ChrAur1,grey
cdr2l_ChrAur2,turquoise
cds1,turquoise
cds2,turquoise
cdt1,turquoise
cdv3,turquoise
cdx1a,brown
cdyl,blue
cebpa,blue
cebpb,brown
cebpd,grey
cebpg,turquoise
cebpz,turquoise
cecr2,turquoise
cela1.6_ChrAur1,turquoise
cela1.6_ChrAur2,grey
celf1,turquoise
celf2_ChrAur1,blue
celf2_ChrAur2,turquoise
celf3a_ChrAur1,turquoise
celf3a_ChrAur2,brown
celsr1a,turquoise
celsr2,turquoise
celsr3,blue
cemip2,blue
cenatac,turquoise
cenpa,turquoise
cenpe_ChrAur1,blue
cenpe_ChrAur2,blue
cenpf,brown
cenph,turquoise
cenpi,turquoise
cenpj,blue
cenpk,turquoise
cenpl,turquoise
cenpn,turquoise
cenpo,turquoise
cenpp,grey
cenpq,turquoise
cenps,turquoise
cenpt,turquoise
cenpu,grey
cenpw,turquoise
cenpx,turquoise
cep104,turquoise
cep112,blue
cep120,grey
cep126,turquoise
cep128,turquoise
cep131,blue
cep135,turquoise
cep152,blue
cep162,turquoise
cep170aa_ChrAur1,turquoise
cep170b,grey
cep19,grey
cep192,brown
cep20,blue
cep290,blue
cep295,turquoise
cep350,blue
cep41,blue
cep43,turquoise
cep44,turquoise
cep55l,turquoise
cep57,turquoise
cep57l1,turquoise
cep63,grey
cep68,blue
cep70,turquoise
cep72,blue
cep76,blue
cep78,red
cep83,blue
cep85,turquoise
cep85l,turquoise
cep89,blue
cep97,turquoise
cept1b,turquoise
cercam,turquoise
cerk_ChrAur1,turquoise
cerk_ChrAur2,turquoise
cerkl,blue
cers1,turquoise
cers2a,turquoise
cers2b,blue
cers3b_ChrAur1,grey
cers3b_ChrAur2,turquoise
cers4a,turquoise
cers4b,turquoise
cers5,turquoise
cers6,turquoise
cert1a,blue
ces2b,grey
ces3,blue
cetn2,blue
cetn3,blue
cetn4,turquoise
cfap100,red
cfap119,red
cfap126,red
cfap144,red
cfap157,brown
cfap161,brown
cfap184,brown
cfap20_ChrAur1,turquoise
cfap20_ChrAur2,red
cfap20_ChrAur3,grey
cfap206,turquoise
cfap20dc,brown
cfap210,brown
cfap221,turquoise
cfap251,brown
cfap263,brown
cfap298,blue
cfap299,turquoise
cfap300,brown
cfap36,turquoise
cfap410,turquoise
cfap418,turquoise
cfap43,brown
cfap44,turquoise
cfap45,brown
cfap46,yellow
cfap52,brown
cfap53,brown
cfap57,blue
cfap58,blue
cfap61,brown
cfap65,brown
cfap70,brown
cfap73_ChrAur1,grey
cfap73_ChrAur2,red
cfap74,turquoise
cfap77,red
cfap90,turquoise
cfap91,brown
cfap92,green
cfap97,blue
cfap97d2,red
cfap99,brown
cfbl_ChrAur1,yellow
cfbl_ChrAur2,turquoise
cfd,blue
cfdp1,green
cfhl1,blue
cfl1,brown
cfl2,blue
cflara,blue
cfp,blue
cftr,yellow
cgnb,turquoise
cgnl1,turquoise
cgref1,turquoise
cgrrf1,turquoise
ch25h_ChrAur1,turquoise
ch25hl1.1,turquoise
ch25hl3,turquoise
chac1,turquoise
chac2,brown
chadlb_ChrAur1,turquoise
chadlb_ChrAur2,grey
chaf1a,turquoise
chaf1b,turquoise
chchd1,turquoise
chchd10,green
chchd2,green
chchd3a,green
chchd3b,turquoise
chchd4a,turquoise
chchd5,turquoise
chchd6a,green
chchd6b,grey
chchd7,blue
chd1,turquoise
chd1l,grey
chd2,blue
chd3,blue
chd4a,blue
chd4b,yellow
chd5,turquoise
chd7,turquoise
chd8,turquoise
chd9,blue
chdh,blue
chek1,turquoise
chek2,turquoise
cherp,blue
ches1_ChrAur1,turquoise
ches1_ChrAur2,turquoise
chfr,turquoise
chga,brown
chgb,brown
chia.1,turquoise
chic1,turquoise
chic2,turquoise
chico_ChrAur1,turquoise
chico_ChrAur2,turquoise
chid1,turquoise
chka,blue
chl1b_ChrAur1,brown
chl1b_ChrAur2,brown
chm,turquoise
chmp1a,blue
chmp1b_ChrAur1,turquoise
chmp1b_ChrAur2,grey
chmp2a,turquoise
chmp2bb,turquoise
chmp3,turquoise
chmp4bb_ChrAur1,turquoise
chmp4bb_ChrAur2,green
chmp4c,turquoise
chmp5b_ChrAur1,turquoise
chmp5b_ChrAur2,brown
chmp6b_ChrAur1,blue
chmp6b_ChrAur2,turquoise
chmp7,turquoise
chn1,turquoise
chn2,grey
chordc1b,turquoise
chp1,turquoise
chp2,grey
chpf2,blue
chpfa,grey
chpt1,blue
chrac1,turquoise
chrd,blue
chrdl2,turquoise
chrm3a,blue
chrna10a_ChrAur2,turquoise
chrna11_ChrAur1,brown
chrna2b,grey
chrna3,blue
chrna7a,turquoise
chrna8_ChrAur2,grey
chrna9a_ChrAur1,turquoise
chrnb2,turquoise
chrnb3a_ChrAur1,grey
chrnb5b,brown
chrnd,blue
chst1_ChrAur1,turquoise
chst10,turquoise
chst12a,blue
chst14,blue
chst15,grey
chst2a,turquoise
chst3a_ChrAur2,blue
chst7,red
chst8_ChrAur2,turquoise
chsy1,grey
chtf18,turquoise
chtf8,green
chtopa,turquoise
chuk_ChrAur1,turquoise
chuk_ChrAur2,blue
churc1,grey
ciao1,turquoise
ciao2a,green
ciao2b,brown
ciapin1,grey
ciarta,turquoise
cib1,yellow
cib2_ChrAur1,grey
cibar1,blue
cica,turquoise
cicb,turquoise
cidea,turquoise
cidec,turquoise
ciita,blue
cilp,grey
cimap1b,red
cimip2b,red
cinp,turquoise
cip2a,turquoise
cipca,turquoise
cipcb,blue
cir1,brown
cirbpa,turquoise
cisd2,turquoise
cisha,turquoise
cita_ChrAur1,turquoise
cita_ChrAur2,turquoise
cited4b_ChrAur1,brown
cited4b_ChrAur2,turquoise
ciz1a_ChrAur1,grey
ciz1a_ChrAur2,grey
ciz1b,blue
ckap2l,red
ckap5,turquoise
ckba,brown
ckbb,turquoise
ckmt1,turquoise
ckmt2a_ChrAur1,blue
ckmt2a_ChrAur2,turquoise
cks1b,turquoise
cks2,turquoise
clasp1a_ChrAur1,turquoise
clasp1a_ChrAur2,turquoise
clasp2,turquoise
clasrp,turquoise
clcc1_ChrAur1,turquoise
clcc1_ChrAur2,turquoise
clcf1,blue
clcn1a,blue
clcn1b,turquoise
clcn2a,turquoise
clcn2b,grey
clcn3,blue
clcn4,brown
clcn5a,turquoise
clcn6,blue
clcn7,turquoise
cldc1,turquoise
cldn11a,turquoise
cldn12,grey
cldn29,turquoise
cldn3c_ChrAur1,blue
cldn3c_ChrAur2,turquoise
cldn5a_ChrAur1,blue
cldn5a_ChrAur2,blue
cldn7a,blue
cldn7b,turquoise
cldnd,turquoise
cldnd1b,turquoise
cldnj,turquoise
clec14a,blue
clec16a,turquoise
clgn,brown
clic1,blue
clic2,blue
clic4,turquoise
clint1a,grey
clint1b,turquoise
clip1b,turquoise
clip2,turquoise
clip3,turquoise
clk2a,brown
clk4a,brown
clmna,turquoise
clmnb,blue
clmpb,blue
cln3,blue
cln5,turquoise
cln6a,blue
cln8,turquoise
clns1a,turquoise
clocka_ChrAur1,turquoise
clocka_ChrAur2,grey
clp1,turquoise
clpb,turquoise
clpp,turquoise
clptm1,grey
clptm1l,blue
clpxb,blue
clrn2,turquoise
clrn3,brown
clspn,blue
clstn1,blue
clstn2a_ChrAur1,turquoise
clstn3_ChrAur1,turquoise
clstn3_ChrAur2,brown
clta,turquoise
cltb,grey
cltca,turquoise
cltcb_ChrAur1,grey
cltcb_ChrAur2,turquoise
clu,blue
cluap1,turquoise
cluha,turquoise
clxn,red
clybl,blue
cmah,blue
cmasa,turquoise
cmbl,grey
cmc1,turquoise
cmc2,turquoise
cmip,blue
cmklr1,blue
cmn,grey
cmpk,blue
cmpk2,blue
cmss1,turquoise
cmtm3,turquoise
cmtm4,blue
cmtm6,blue
cmtr1,turquoise
cmtr2,grey
cnbpa,brown
cndp1,turquoise
cndp2,grey
cnep1r1,turquoise
cnga1b,green
cnga2b,grey
cngb1a,grey
cnih1,blue
cnih4,turquoise
cnksr1,turquoise
cnksr3,grey
cnn1b,turquoise
cnn2,blue
cnn3a,grey
cnnm2b,blue
cnot1,blue
cnot10,turquoise
cnot11,turquoise
cnot2_ChrAur1,turquoise
cnot2_ChrAur2,brown
cnot3a_ChrAur1,blue
cnot3a_ChrAur2,turquoise
cnot4a,turquoise
cnot6a,turquoise
cnot6l,blue
cnot7,grey
cnot8,turquoise
cnot9_ChrAur1,grey
cnot9_ChrAur2,grey
cnp,turquoise
cnppd1,turquoise
cnpy2,yellow
cnpy3,turquoise
cnr1,turquoise
cnsta,grey
cnstb,turquoise
cntd1,grey
cntf_ChrAur1,turquoise
cntf_ChrAur2,blue
cntfr,turquoise
cntln,blue
cntn1a,turquoise
cntn1b,turquoise
cntn2,turquoise
cntn3a.1,turquoise
cntn3a.2,turquoise
cntn4,grey
cntn5,grey
cntnap1,blue
cntnap2a,yellow
cntnap3_ChrAur1,turquoise
cntnap3_ChrAur2,turquoise
cntnap5a,turquoise
coa1,green
coa3a,turquoise
coa3b,turquoise
coa4,green
coa5,turquoise
coa8,green
coasy,turquoise
cobl,brown
cobll1a,turquoise
cobll1b,blue
coch,grey
cog1,turquoise
cog2,turquoise
cog3,turquoise
cog4,turquoise
cog5,turquoise
cog6,turquoise
cog7,turquoise
cog8,turquoise
coil,turquoise
col11a1a_ChrAur1,brown
col11a1a_ChrAur2,turquoise
col11a1b,turquoise
col11a2,brown
col12a1a,blue
col12a1b,blue
col14a1a,turquoise
col15a1a,blue
col15a1b,turquoise
col16a1,blue
col18a1a,grey
col1a1a,blue
col1a1b,blue
col1a2,blue
col20a1,blue
col21a1,blue
col22a1,grey
col27a1b_ChrAur1,blue
col27a1b_ChrAur2,blue
col27a1b_ChrAur3,turquoise
col28a1a,blue
col28a1b,brown
col28a2a,brown
col2a1a,brown
col4a1,blue
col4a2,blue
col4a3,brown
col4a5_ChrAur1,blue
col4a5_ChrAur2,turquoise
col4a5_ChrAur3,turquoise
col4a6,blue
col5a1_ChrAur1,blue
col5a1_ChrAur2,turquoise
col5a2a,blue
col5a2b,brown
col5a3a,turquoise
col5a3b,grey
col6a1,blue
col6a2,blue
col6a4a_ChrAur1,blue
col6a4a_ChrAur2,blue
col7a1,yellow
col7a1l,brown
col8a1a_ChrAur2,blue
col9a1b_ChrAur1,brown
col9a1b_ChrAur2,grey
colec10,blue
colec11,blue
colec12,blue
colgalt1a,blue
colgalt1b,blue
colgalt2b,blue
colq,turquoise
commd1,turquoise
commd10,blue
commd2,turquoise
commd3,turquoise
commd4,yellow
commd5,turquoise
commd6,blue
commd7,turquoise
commd8,green
commd9,turquoise
comtb,brown
comtd1_ChrAur2,blue
cop1,turquoise
copa,turquoise
copb1,grey
copb2_ChrAur1,turquoise
copb2_ChrAur2,brown
cope,turquoise
copg2,turquoise
cops2,turquoise
cops3,turquoise
cops4,turquoise
cops5,turquoise
cops6,grey
cops7a,green
cops8,green
cops9,yellow
copz1,grey
copz2,blue
coq10b,turquoise
coq2,turquoise
coq3,green
coq4,turquoise
coq5,turquoise
coq6,green
coq7,turquoise
coq8aa,turquoise
coq8ab,turquoise
coq8b,turquoise
coq9,turquoise
corin,turquoise
coro1a,blue
coro1ca_ChrAur1,turquoise
coro1ca_ChrAur2,blue
coro2aa,turquoise
coro2ba,turquoise
coro6,turquoise
coro7,blue
cotl1,turquoise
cox10,turquoise
cox11,turquoise
cox14,blue
cox15,turquoise
cox16,brown
cox17,turquoise
cox18,turquoise
cox19,turquoise
cox20,turquoise
cox4i1,turquoise
cox4i2,blue
cox5aa_ChrAur1,turquoise
cox5aa_ChrAur2,green
cox5b2,blue
cox6a1,turquoise
cox6a2,blue
cox6b1,blue
cox6b2_ChrAur1,yellow
cox6b2_ChrAur2,turquoise
cox6c,blue
cox7a2a_ChrAur1,turquoise
cox7a2a_ChrAur2,turquoise
cox7a2l_ChrAur1,black
cox7a2l_ChrAur2,yellow
cox7b,yellow
cox7c,black
cox8a,yellow
cox8b_ChrAur2,blue
cp110_ChrAur1,blue
cp110_ChrAur2,blue
cpa5_ChrAur2,grey
cpamd8,blue
cpda,turquoise
cpdp,turquoise
cpe,turquoise
cpeb1b,turquoise
cpeb2,turquoise
cpeb3,blue
cpeb4b,black
cped1,blue
cplane1,turquoise
cplane2,grey
cplx4c,brown
cpm,turquoise
cpn1,blue
cpne3_ChrAur1,blue
cpne3_ChrAur2,blue
cpne4a,turquoise
cpne5a,turquoise
cpne5b,blue
cpne8,blue
cpox,turquoise
cpped1,brown
cpsf1,turquoise
cpsf2,red
cpsf3,turquoise
cpsf4,turquoise
cpsf6,turquoise
cpt1a2b_ChrAur1,yellow
cpt1a2b_ChrAur2,blue
cpt1ab,turquoise
cpt1b,turquoise
cpt2,turquoise
cptp,grey
cpvl,turquoise
cpxm1a,blue
cpxm1b,turquoise
cpxm2_ChrAur1,turquoise
cpz,blue
cracd,brown
cracdla,turquoise
cracr2aa,grey
cracr2ab,turquoise
cracr2b,turquoise
cradd,turquoise
cramp1,turquoise
crata,blue
cratb,blue
crb1,grey
crb2a,turquoise
crb3b,blue
crbn,turquoise
crcp,turquoise
creb1a,turquoise
creb1b,blue
creb3l2,turquoise
creb3l3l,grey
creb3l4,blue
creb5b,blue
crebbpa,grey
crebbpb,blue
crebl2,blue
crebzf,turquoise
creg1,turquoise
creg2,grey
creld1,brown
creld2,turquoise
crema,turquoise
cremb_ChrAur30,brown
crfb1,turquoise
crfb2,blue
crfb4,turquoise
crhr1,green
